Gene	sgRNA	eff
SERPINB2	SERPINB2_+_61558769.23-P2	1
SERPINB2	SERPINB2_+_61559023.23-P2	1
SERPINB3	SERPINB3_+_61328668.23-P1P2	1
SERPINB3	SERPINB3_-_61328746.23-P1P2	1
SERPINB6	SERPINB6_+_2971493.23-P1P2	1
SERPINB6	SERPINB6_+_2971503.23-P1P2	1
SERPINB6	SERPINB6_-_2971548.23-P1P2	1
SERPINB6	SERPINB6_-_2971798.23-P1P2	1
SERPINC1	SERPINC1_+_173886399.23-P1P2	1
SERPINC1	SERPINC1_-_173886447.23-P1P2	1
SERPIND1	SERPIND1_+_21128376.23-P1P2	1
SERPIND1	SERPIND1_-_21128433.23-P1P2	1
SERPIND1	SERPIND1_-_21128441.23-P1P2	1
SFTPA1	SFTPA1_+_81371011.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	1
SFTPA1	SFTPA1_+_81371021.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	1
SFTPA1	SFTPA1_+_81371024.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	1
SFTPA1	SFTPA1_-_81370974.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	1
SFTPD	SFTPD_+_81708840.23-P1P2	1
SFTPD	SFTPD_+_81708863.23-P1P2	1
SFTPD	SFTPD_-_81708648.23-P1P2	1
SGK1	SGK1_+_134495938.23-P1	1
SGK1	SGK1_+_134498914.23-P2	1
SGK1	SGK1_-_134495988.23-P1	1
SGK1	SGK1_-_134495993.23-P1	1
SGK223	SGK223_+_8243645.23-P1P2	1
SGK223	SGK223_+_8243878.23-P1P2	1
SGK223	SGK223_+_8243881.23-P1P2	1
SGK223	SGK223_+_8243886.23-P1P2	1
SGK2	SGK2_+_42187765.23-P1P2	1
SGK2	SGK2_-_42187758.23-P1P2	1
SGK3	SGK3_+_67687519.23-ENST00000396596.1,ENST00000522398.1	1
SGK3	SGK3_+_67706009.23-ENST00000345714.4	1
SGK3	SGK3_-_67624700.23-ENST00000521198.2	1
SGK3	SGK3_-_67625072.23-ENST00000521198.2	1
SGK3	SGK3_-_67625115.23-ENST00000521198.2	1
SGK3	SGK3_-_67687499.23-ENST00000396596.1,ENST00000522398.1	1
SGK3	SGK3_-_67687513.23-ENST00000396596.1,ENST00000522398.1	1
SGK3	SGK3_-_67705911.23-ENST00000345714.4	1
SGK3	SGK3_-_67706001.23-ENST00000345714.4	1
SGK3	SGK3_-_67706236.23-ENST00000345714.4	1
SGK494	SGK494_+_26941121.23-P1P2	1
SGK494	SGK494_+_26941152.23-P1P2	1
SGPL1	SGPL1_+_72575692.23-P1P2	1
SGPL1	SGPL1_+_72576116.23-P1P2	1
SGPL1	SGPL1_+_72576137.23-P1P2	1
SGPL1	SGPL1_-_72575755.23-P1P2	1
SGPP1	SGPP1_+_64194764.23-P1P2	1
SGPP1	SGPP1_+_64194774.23-P1P2	1
SGPP1	SGPP1_-_64194767.23-P1P2	1
SH3KBP1	SH3KBP1_+_19905629.23-P1P2	1
SH3KBP1	SH3KBP1_+_19905685.23-P1P2	1
SH3KBP1	SH3KBP1_-_19905255.23-P1P2	1
SH3KBP1	SH3KBP1_-_19905277.23-P1P2	1
SHARPIN	SHARPIN_+_145158677.23-P1P2	1
SHARPIN	SHARPIN_-_145158289.23-P1P2	1
SHARPIN	SHARPIN_-_145158579.23-P1P2	1
SHARPIN	SHARPIN_-_145158606.23-P1P2	1
SHARPIN	SHARPIN_-_145158621.23-P1P2	1
SHMT1	SHMT1_+_18266268.23-P1P2	1
SHMT1	SHMT1_+_18266463.23-P1P2	1
SHMT1	SHMT1_+_18266657.23-P1P2	1
SHMT1	SHMT1_-_18266401.23-P1P2	1
SHMT1	SHMT1_-_18266618.23-P1P2	1
SHMT2	SHMT2_+_57623923.23-P1P2	1
SHMT2	SHMT2_-_57623529.23-P1P2	1
SHPK	SHPK_+_3539475.23-P1P2	1
SHPK	SHPK_+_3539487.23-P1P2	1
SHPK	SHPK_+_3539553.23-P1P2	1
SIGLEC1	SIGLEC1_+_3687427.23-P1P2	1
SIGLEC1	SIGLEC1_+_3687496.23-P1P2	1
SIGLEC1	SIGLEC1_-_3687813.23-P1P2	1
SIGLEC7	SIGLEC7_+_51645723.23-P1P2	1
SIGLEC7	SIGLEC7_-_51645741.23-P1P2	1
SIGLEC7	SIGLEC7_-_51645847.23-P1P2	1
SIGLEC7	SIGLEC7_-_51645851.23-P1P2	1
SIGMAR1	SIGMAR1_+_34637367.23-P1P2	1
SIGMAR1	SIGMAR1_+_34637739.23-P1P2	1
SIGMAR1	SIGMAR1_+_34637779.23-P1P2	1
SIGMAR1	SIGMAR1_-_34637345.23-P1P2	1
SIK1	SIK1_+_44846560.23-P1P2	1
SIK1	SIK1_+_44846934.23-P1P2	1
SIK1	SIK1_+_44847002.23-P1P2	1
SIK1	SIK1_-_44846966.23-P1P2	1
SIK2	SIK2_-_111473372.23-P1P2	1
SIK3	SIK3_+_116968913.23-P1P2	1
SIK3	SIK3_-_116968953.23-P1P2	1
SIRPA	SIRPA_+_1875667.23-P1P2	1
SIRPA	SIRPA_+_1876008.23-P1P2	1
SIRPA	SIRPA_+_1876041.23-P1P2	1
SIRPA	SIRPA_+_1876462.23-P1P2	1
SIRPD	SIRPD_+_1538325.23-P1P2	1
SIRPD	SIRPD_+_1538338.23-P1P2	1
SIRT3	SIRT3_-_235976.23-P1P2	1
SIRT3	SIRT3_-_236305.23-P1P2	1
SIRT3	SIRT3_-_236847.23-P1P2	1
SI	SI_+_164796255.23-P1P2	1
SI	SI_-_164796264.23-P1P2	1
SI	SI_-_164796270.23-P1P2	1
SI	SI_-_164796291.23-P1P2	1
SKP1	SKP1_+_133512521.23-P1P2	1
SKP1	SKP1_-_133512593.23-P1P2	1
SKP2	SKP2_+_36152259.23-P1P2	1
SKP2	SKP2_-_36152222.23-P1P2	1
SKP2	SKP2_-_36152306.23-P1P2	1
SKP2	SKP2_-_36152309.23-P1P2	1
SLC12A1	SLC12A1_+_48483912.23-P2	1
SLC12A1	SLC12A1_+_48483918.23-P2	1
SLC12A1	SLC12A1_+_48484258.23-P2	1
SLC12A1	SLC12A1_+_48498465.23-P1	1
SLC12A1	SLC12A1_-_48483917.23-P2	1
SLC12A1	SLC12A1_-_48498516.23-P1	1
SLC12A1	SLC12A1_-_48498605.23-P1	1
SLC12A2	SLC12A2_+_127419487.23-P1P2	1
SLC12A2	SLC12A2_+_127419680.23-P1P2	1
SLC12A2	SLC12A2_+_127419772.23-P1P2	1
SLC12A2	SLC12A2_-_127419157.23-P1P2	1
SLC12A2	SLC12A2_-_127419495.23-P1P2	1
SLC12A3	SLC12A3_+_56899159.23-P1P2	1
SLC12A3	SLC12A3_+_56899174.23-P1P2	1
SLC12A3	SLC12A3_+_56899184.23-P1P2	1
SLC12A3	SLC12A3_+_56899521.23-P1P2	1
SLC12A4	SLC12A4_+_68000197.23-P2	1
SLC12A4	SLC12A4_+_68000214.23-P2	1
SLC12A4	SLC12A4_-_68000659.23-P2	1
SLC12A4	SLC12A4_-_68002110.23-P1	1
SLC12A4	SLC12A4_-_68002434.23-P1	1
SLC12A5	SLC12A5_+_44650352.23-P1	1
SLC12A5	SLC12A5_+_44650365.23-P1	1
SLC12A5	SLC12A5_+_44657866.23-P2	1
SLC12A5	SLC12A5_+_44658268.23-P2	1
SLC12A5	SLC12A5_-_44650525.23-P1	1
SLC12A5	SLC12A5_-_44657932.23-P2	1
SLC12A6	SLC12A6_+_34610922.23-P1	1
SLC12A6	SLC12A6_+_34610943.23-P1	1
SLC12A6	SLC12A6_+_34629770.23-P2	1
SLC12A6	SLC12A6_+_34630144.23-P2	1
SLC12A6	SLC12A6_-_34610999.23-P1	1
SLC12A6	SLC12A6_-_34629888.23-P2	1
SLC12A7	SLC12A7_+_1111766.23-P1P2	1
SLC12A7	SLC12A7_-_1112081.23-P1P2	1
SLC13A1	SLC13A1_-_122839554.23-P1P2	1
SLC13A1	SLC13A1_-_122839927.23-P1P2	1
SLC13A2	SLC13A2_+_26801133.23-P1P2	1
SLC13A2	SLC13A2_+_26801153.23-P1P2	1
SLC13A3	SLC13A3_+_45280053.23-P1P2	1
SLC13A3	SLC13A3_+_45280056.23-P1P2	1
SLC13A3	SLC13A3_-_45279824.23-P1P2	1
SLC13A3	SLC13A3_-_45279975.23-P1P2	1
SLC13A3	SLC13A3_-_45280083.23-P1P2	1
SLC16A1	SLC16A1_+_113478527.23-P2	1
SLC16A1	SLC16A1_+_113498757.23-P1	1
SLC16A1	SLC16A1_+_113498778.23-P1	1
SLC16A1	SLC16A1_-_113478273.23-P2	1
SLC16A1	SLC16A1_-_113498857.23-P1	1
SLC16A2	SLC16A2_+_73641544.23-P1P2	1
SLC16A2	SLC16A2_+_73641712.23-P1P2	1
SLC16A2	SLC16A2_+_73641791.23-P1P2	1
SLC16A2	SLC16A2_-_73641731.23-P1P2	1
SLC16A3	SLC16A3_+_80187376.23-P1P2	1
SLC16A3	SLC16A3_-_80186288.23-P1P2	1
SLC16A3	SLC16A3_-_80186928.23-P1P2	1
SLC16A3	SLC16A3_-_80187314.23-P1P2	1
SLC16A4	SLC16A4_+_110933229.23-P1P2	1
SLC16A4	SLC16A4_-_110933396.23-P1P2	1
SLC16A4	SLC16A4_-_110933639.23-P1P2	1
SLC16A5	SLC16A5_-_73084461.23-P1P2	1
SLC16A5	SLC16A5_-_73084495.23-P1P2	1
SLC16A6	SLC16A6_+_66286815.23-P1P2	1
SLC16A6	SLC16A6_+_66287263.23-P1P2	1
SLC16A6	SLC16A6_+_66287286.23-P1P2	1
SLC16A7	SLC16A7_-_59989906.23-P1P2	1
SLC16A7	SLC16A7_-_59990406.23-P1P2	1
SLC16A8	SLC16A8_+_38479814.23-P1P2	1
SLC16A8	SLC16A8_-_38478943.23-P1P2	1
SLC18A1	SLC18A1_+_20040572.23-P1P2	1
SLC18A1	SLC18A1_+_20040580.23-P1P2	1
SLC18A1	SLC18A1_-_20040614.23-P1P2	1
SLC18A2	SLC18A2_+_119000666.23-P1P2	1
SLC18A2	SLC18A2_+_119001112.23-P1P2	1
SLC18A2	SLC18A2_-_119000662.23-P1P2	1
SLC18A2	SLC18A2_-_119000674.23-P1P2	1
SLC18A2	SLC18A2_-_119000707.23-P1P2	1
SLC19A2	SLC19A2_+_169455154.23-P1P2	1
SLC19A2	SLC19A2_+_169455167.23-P1P2	1
SLC19A2	SLC19A2_+_169455177.23-P1P2	1
SLC19A3	SLC19A3_+_228582681.23-P1P2	1
SLC19A3	SLC19A3_+_228582697.23-P1P2	1
SLC19A3	SLC19A3_-_228582383.23-P1P2	1
SLC19A3	SLC19A3_-_228582749.23-P1P2	1
SLC1A1	SLC1A1_+_4490877.23-P1P2	1
SLC1A1	SLC1A1_-_4490518.23-P1P2	1
SLC1A1	SLC1A1_-_4490847.23-P1P2	1
SLC1A2	SLC1A2_+_35440634.23-P1P2	1
SLC1A2	SLC1A2_+_35440646.23-P1P2	1
SLC1A2	SLC1A2_-_35440725.23-P1P2	1
SLC1A3	SLC1A3_+_36606734.23-P1	1
SLC1A3	SLC1A3_+_36608766.23-P2	1
SLC1A3	SLC1A3_-_36608368.23-P2	1
SLC1A4	SLC1A4_+_65215738.23-P1P2	1
SLC1A4	SLC1A4_+_65216520.23-P1P2	1
SLC1A4	SLC1A4_+_65216740.23-P1P2	1
SLC1A4	SLC1A4_+_65216746.23-P1P2	1
SLC1A4	SLC1A4_-_65216546.23-P1P2	1
SLC1A5	SLC1A5_+_47288025.23-P2	1
SLC1A5	SLC1A5_+_47291829.23-P1	1
SLC1A5	SLC1A5_-_47287974.23-P2	1
SLC1A5	SLC1A5_-_47288007.23-P2	1
SLC1A5	SLC1A5_-_47291608.23-P1	1
SLC1A5	SLC1A5_-_47291784.23-P1	1
SLC1A5	SLC1A5_-_47291808.23-P1	1
SLC1A6	SLC1A6_-_15090161.23-P1P2	1
SLC1A6	SLC1A6_-_15090481.23-P1P2	1
SLC1A6	SLC1A6_-_15090509.23-P1P2	1
SLC1A6	SLC1A6_-_15090514.23-P1P2	1
SLC1A7	SLC1A7_+_53607936.23-P1P2	1
SLC1A7	SLC1A7_+_53608281.23-P1P2	1
SLC1A7	SLC1A7_-_53608263.23-P1P2	1
SLC1A7	SLC1A7_-_53608290.23-P1P2	1
SLC22A11	SLC22A11_+_64323147.23-P1P2	1
SLC22A11	SLC22A11_+_64323847.23-P1P2	1
SLC22A11	SLC22A11_-_64323801.23-P1P2	1
SLC22A4	SLC22A4_+_131630151.23-P1P2	1
SLC22A4	SLC22A4_+_131630452.23-P1P2	1
SLC22A4	SLC22A4_-_131630297.23-P1P2	1
SLC22A5	SLC22A5_+_131705460.23-P1P2	1
SLC22A5	SLC22A5_+_131705464.23-P1P2	1
SLC22A5	SLC22A5_+_131705776.23-P1P2	1
SLC22A5	SLC22A5_-_131705498.23-P1P2	1
SLC22A6	SLC22A6_+_62751976.23-P1P2	1
SLC22A6	SLC22A6_+_62752206.23-P1P2	1
SLC22A6	SLC22A6_+_62752351.23-P1P2	1
SLC22A6	SLC22A6_-_62751928.23-P1P2	1
SLC22A6	SLC22A6_-_62752460.23-P1P2	1
SLC22A8	SLC22A8_+_62783251.23-P1P2	1
SLC22A8	SLC22A8_-_62783227.23-P1P2	1
SLC23A1	SLC23A1_+_138718916.23-P1P2	1
SLC25A10	SLC25A10_+_79670445.23-P1P2	1
SLC25A10	SLC25A10_-_79670475.23-P1P2	1
SLC25A10	SLC25A10_-_79670886.23-P1P2	1
SLC25A12	SLC25A12_+_172750711.23-P1P2	1
SLC25A12	SLC25A12_+_172750720.23-P1P2	1
SLC25A12	SLC25A12_+_172750738.23-P1P2	1
SLC25A13	SLC25A13_+_95950956.23-P1P2	1
SLC25A13	SLC25A13_-_95951309.23-P1P2	1
SLC25A13	SLC25A13_-_95951335.23-P1P2	1
SLC25A13	SLC25A13_-_95951352.23-P1P2	1
SLC25A15	SLC25A15_+_41363705.23-P1P2	1
SLC25A15	SLC25A15_-_41363758.23-P1P2	1
SLC25A15	SLC25A15_-_41363761.23-P1P2	1
SLC25A15	SLC25A15_-_41364180.23-P1P2	1
SLC25A18	SLC25A18_+_18043431.23-P1P2	1
SLC25A22	SLC25A22_+_797857.23-P1P2	1
SLC25A22	SLC25A22_+_797860.23-P1P2	1
SLC25A22	SLC25A22_+_798051.23-P1P2	1
SLC25A22	SLC25A22_-_798194.23-P1P2	1
SLC25A22	SLC25A22_-_798278.23-P1P2	1
SLC25A29	SLC25A29_+_100772379.23-P1P2	1
SLC25A29	SLC25A29_-_100772412.23-P1P2	1
SLC25A29	SLC25A29_-_100772719.23-P1P2	1
SLC25A29	SLC25A29_-_100772767.23-P1P2	1
SLC25A2	SLC25A2_+_140683351.23-P1P2	1
SLC25A2	SLC25A2_+_140683600.23-P1P2	1
SLC25A4	SLC25A4_+_186064885.23-P1P2	1
SLC25A4	SLC25A4_-_186064440.23-P1P2	1
SLC25A4	SLC25A4_-_186064476.23-P1P2	1
SLC25A4	SLC25A4_-_186064492.23-P1P2	1
SLC25A5	SLC25A5_-_118602796.23-P1P2	1
SLC25A5	SLC25A5_-_118602803.23-P1P2	1
SLC25A6	SLC25A6_+_1508096.23-P2	1
SLC25A6	SLC25A6_+_1508123.23-P2	1
SLC25A6	SLC25A6_+_1510986.23-P1	1
SLC25A6	SLC25A6_-_1508504.23-P2	1
SLC25A6	SLC25A6_-_1510946.23-P1	1
SLC25A6	SLC25A6_-_1510951.23-P1	1
SLC25A6	SLC25A6_-_1511005.23-P1	1
SLC29A1	SLC29A1_+_44191710.23-P1	1
SLC29A1	SLC29A1_+_44191715.23-P1	1
SLC29A1	SLC29A1_-_44187378.23-P2	1
SLC29A1	SLC29A1_-_44187438.23-P2	1
SLC29A1	SLC29A1_-_44187764.23-P2	1
SLC29A1	SLC29A1_-_44187768.23-P2	1
SLC29A1	SLC29A1_-_44191323.23-P1	1
SLC29A1	SLC29A1_-_44191358.23-P1	1
SLC29A1	SLC29A1_-_44191745.23-P1	1
SLC2A2	SLC2A2_+_170744475.23-P1P2	1
SLC2A2	SLC2A2_+_170744525.23-P1P2	1
SLC2A2	SLC2A2_+_170744529.23-P1P2	1
SLC32A1	SLC32A1_+_37352873.23-P1P2	1
SLC32A1	SLC32A1_+_37352942.23-P1P2	1
SLC32A1	SLC32A1_-_37353487.23-P1P2	1
SLC32A1	SLC32A1_-_37353566.23-P1P2	1
SLC36A1	SLC36A1_-_150827197.23-P1	1
SLC36A1	SLC36A1_-_150827233.23-P1	1
SLC36A1	SLC36A1_-_150838431.23-P2	1
SLC36A1	SLC36A1_-_150838671.23-P2	1
SLC38A3	SLC38A3_-_50242741.23-P1P2	1
SLC38A3	SLC38A3_-_50242750.23-P1P2	1
SLC38A3	SLC38A3_-_50243132.23-P1P2	1
SLC38A3	SLC38A3_-_50243156.23-P1P2	1
SLC3A1	SLC3A1_-_44502646.23-P1P2	1
SLC3A1	SLC3A1_-_44502667.23-P1P2	1
SLC3A1	SLC3A1_-_44502855.23-P1P2	1
SLC5A6	SLC5A6_+_27434733.23-P1P2	1
SLC5A6	SLC5A6_+_27434770.23-P1P2	1
SLC5A6	SLC5A6_-_27434615.23-P1P2	1
SLC6A14	SLC6A14_-_115567847.23-P1P2	1
SLC6A14	SLC6A14_-_115567852.23-P1P2	1
SLC6A14	SLC6A14_-_115567880.23-P1P2	1
SLC6A1	SLC6A1_+_11034491.23-P1P2	1
SLC6A1	SLC6A1_-_11034625.23-P1P2	1
SLC6A1	SLC6A1_-_11034841.23-P1P2	1
SLC6A2	SLC6A2_+_55690003.23-P1P2	1
SLC6A2	SLC6A2_+_55690547.23-P1P2	1
SLC6A2	SLC6A2_-_55689983.23-P1P2	1
SLC6A2	SLC6A2_-_55690060.23-P1P2	1
SLC6A3	SLC6A3_+_1445502.23-P1P2	1
SLC6A3	SLC6A3_-_1445118.23-P1P2	1
SLC6A3	SLC6A3_-_1445300.23-P1P2	1
SLC6A4	SLC6A4_+_28562493.23-P1P2	1
SLC6A4	SLC6A4_+_28562686.23-P1P2	1
SLC6A4	SLC6A4_-_28562610.23-P1P2	1
SLC6A4	SLC6A4_-_28562704.23-P1P2	1
SLC6A5	SLC6A5_+_20621190.23-P1P2	1
SLC6A5	SLC6A5_+_20621493.23-P1P2	1
SLC6A5	SLC6A5_-_20621527.23-P1P2	1
SLC6A7	SLC6A7_+_149570018.23-P1P2	1
SLC6A7	SLC6A7_-_149569705.23-P1P2	1
SLC6A7	SLC6A7_-_149570072.23-P1P2	1
SLC6A8	SLC6A8_+_152953523.23-P1P2	1
SLC6A8	SLC6A8_+_152953978.23-P1P2	1
SLC6A8	SLC6A8_-_152953407.23-P1P2	1
SLC6A9	SLC6A9_+_44496903.23-P1P2	1
SLC6A9	SLC6A9_+_44496971.23-P1P2	1
SLC6A9	SLC6A9_+_44496990.23-P1P2	1
SLC6A9	SLC6A9_+_44497105.23-P1P2	1
SLC6A9	SLC6A9_-_44497020.23-P1P2	1
SLC7A11	SLC7A11_+_139163002.23-P1P2	1
SLC7A11	SLC7A11_+_139163382.23-P1P2	1
SLC7A11	SLC7A11_+_139163446.23-P1P2	1
SLC7A11	SLC7A11_+_139163449.23-P1P2	1
SLC7A11	SLC7A11_+_139163486.23-P1P2	1
SLC7A1	SLC7A1_-_30169354.23-P1P2	1
SLC7A1	SLC7A1_-_30169565.23-P1P2	1
SLC7A1	SLC7A1_-_30169779.23-P1P2	1
SLC7A2	SLC7A2_+_17355040.23-P1P2	1
SLC7A2	SLC7A2_-_17354864.23-P1P2	1
SLC7A3	SLC7A3_+_70150910.23-P1P2	1
SLC7A3	SLC7A3_-_70150870.23-P1P2	1
SLC7A3	SLC7A3_-_70150900.23-P1P2	1
SLC7A4	SLC7A4_+_21386392.23-P1P2	1
SLC7A4	SLC7A4_+_21386834.23-P1P2	1
SLC7A8	SLC7A8_+_23652805.23-P1P2	1
SLC7A8	SLC7A8_+_23652834.23-P1P2	1
SLC7A9	SLC7A9_+_33360594.23-P1P2	1
SLC7A9	SLC7A9_+_33360628.23-P1P2	1
SLC7A9	SLC7A9_+_33360637.23-P1P2	1
SLC7A9	SLC7A9_+_33360646.23-P1P2	1
SLC8A1	SLC8A1_+_40739483.23-P2	1
SLC8A1	SLC8A1_+_40739487.23-P2	1
SLC8A1	SLC8A1_-_40739158.23-P2	1
SLC8A1	SLC8A1_-_40739521.23-P2	1
SLC9A1	SLC9A1_+_27481273.23-P1P2	1
SLC9A1	SLC9A1_-_27481140.23-P1P2	1
SLC9A1	SLC9A1_-_27481359.23-P1P2	1
SLC9A1	SLC9A1_-_27481416.23-P1P2	1
SLCO2B1	SLCO2B1_-_74862138.23-P1P2	1
SLCO2B1	SLCO2B1_-_74862532.23-P1P2	1
SLCO2B1	SLCO2B1_-_74862537.23-P1P2	1
SLCO2B1	SLCO2B1_-_74862558.23-P1P2	1
SLK	SLK_+_105726970.23-P1P2	1
SLK	SLK_-_105726938.23-P1P2	1
SLK	SLK_-_105726985.23-P1P2	1
SLK	SLK_-_105727036.23-P1P2	1
SMG1	SMG1_+_18937054.23-P1P2	1
SMG1	SMG1_+_18937155.23-P1P2	1
SMG1	SMG1_+_18937294.23-P1P2	1
SMG1	SMG1_-_18937299.23-P1P2	1
SMG1	SMG1_-_18937307.23-P1P2	1
SMOX	SMOX_+_4129500.23-P1P2	1
SMOX	SMOX_+_4129946.23-P1P2	1
SMOX	SMOX_-_4129508.23-P1P2	1
SMOX	SMOX_-_4129514.23-P1P2	1
SMOX	SMOX_-_4129517.23-P1P2	1
SMPD1	SMPD1_+_6411694.23-P1P2	1
SMPD1	SMPD1_+_6411907.23-P1P2	1
SMPD1	SMPD1_+_6412123.23-P1P2	1
SMPD1	SMPD1_-_6411725.23-P1P2	1
SMPD4	SMPD4_+_130939645.23-P1P2	1
SMPD4	SMPD4_-_130938950.23-P1P2	1
SMPD4	SMPD4_-_130939619.23-P1P2	1
SMS	SMS_+_21958791.23-P1P2	1
SMS	SMS_+_21958820.23-P1P2	1
SMS	SMS_+_21958838.23-P1P2	1
SNAP23	SNAP23_-_42787861.23-P1P2	1
SNAP23	SNAP23_-_42788282.23-P1P2	1
SNAP25	SNAP25_+_10199968.23-P1P2	1
SNAP25	SNAP25_-_10199709.23-P1P2	1
SNRK	SNRK_+_43328108.23-P1P2	1
SNRK	SNRK_+_43328134.23-P1P2	1
SNRK	SNRK_+_43328462.23-P1P2	1
SNRK	SNRK_-_43328125.23-P1P2	1
SNRPA	SNRPA_+_41257136.23-P1P2	1
SNX3	SNX3_+_108582163.23-P1P2	1
SNX3	SNX3_+_108582191.23-P1P2	1
SNX3	SNX3_+_108582201.23-P1P2	1
SNX3	SNX3_-_108581815.23-P1P2	1
SNX3	SNX3_-_108582218.23-P1P2	1
SOAT1	SOAT1_+_179262959.23-P1P2	1
SOAT1	SOAT1_-_179262901.23-P1P2	1
SOAT1	SOAT1_-_179262965.23-P1P2	1
SOAT1	SOAT1_-_179263274.23-P1P2	1
SOAT2	SOAT2_+_53497344.23-P1P2	1
SOAT2	SOAT2_-_53497332.23-P1P2	1
SOAT2	SOAT2_-_53497766.23-P1P2	1
SORCS3	SORCS3_+_106401150.23-P1P2	1
SORCS3	SORCS3_-_106401091.23-P1P2	1
SORCS3	SORCS3_-_106401415.23-P1P2	1
SORCS3	SORCS3_-_106401464.23-P1P2	1
SORD	SORD_+_45315351.23-P1P2	1
SORD	SORD_+_45315403.23-P1P2	1
SORD	SORD_+_45315749.23-P1P2	1
SPEG	SPEG_+_220307127.23-P1	1
SPEG	SPEG_+_220307179.23-P1	1
SPEG	SPEG_+_220325432.23-P2	1
SPEG	SPEG_+_220325454.23-P2	1
SPEG	SPEG_-_220325908.23-P2	1
SPHK1	SPHK1_+_74380758.23-P1P2	1
SPHK1	SPHK1_+_74380896.23-P1P2	1
SPHK1	SPHK1_+_74380913.23-P1P2	1
SPHK1	SPHK1_-_74380803.23-P1P2	1
SPHK2	SPHK2_-_49122766.23-P1P2	1
SPHKAP	SPHKAP_+_229046002.23-P1P2	1
SPHKAP	SPHKAP_-_229045989.23-P1P2	1
SPHKAP	SPHKAP_-_229046343.23-P1P2	1
SPINK6	SPINK6_+_147582612.23-P1P2	1
SPINK6	SPINK6_+_147582742.23-P1P2	1
SPIRE2	SPIRE2_+_89895295.23-P1P2	1
SPIRE2	SPIRE2_-_89894924.23-P1P2	1
SPIRE2	SPIRE2_-_89894950.23-P1P2	1
SPRYD3	SPRYD3_+_53473108.23-P1P2	1
SPRYD3	SPRYD3_+_53473111.23-P1P2	1
SPRYD3	SPRYD3_+_53473134.23-P1P2	1
SPRYD3	SPRYD3_-_53472713.23-P1P2	1
SPR	SPR_+_73114520.23-P1P2	1
SPR	SPR_-_73114266.23-P1P2	1
SPTBN1	SPTBN1_+_54683431.23-P1P2	1
SPTBN1	SPTBN1_+_54683522.23-P1P2	1
SPTLC1	SPTLC1_+_94877253.23-P1P2	1
SPTLC1	SPTLC1_+_94877266.23-P1P2	1
SPTLC1	SPTLC1_+_94877476.23-P1P2	1
SPTLC2	SPTLC2_-_78082889.23-P1P2	1
SPTLC2	SPTLC2_-_78082965.23-P1P2	1
SPTLC3	SPTLC3_+_12989573.23-P1P2	1
SRC	SRC_+_35974581.23-P1P2	1
SRC	SRC_+_35974587.23-P1P2	1
SRC	SRC_+_35974609.23-P1P2	1
SRC	SRC_+_35974613.23-P1P2	1
SRMS	SRMS_+_62179067.23-P1P2	1
SRMS	SRMS_+_62179075.23-P1P2	1
SRMS	SRMS_+_62179081.23-P1P2	1
SRMS	SRMS_+_62179084.23-P1P2	1
SRPK1	SRPK1_+_35888840.23-P1P2	1
SRPK1	SRPK1_+_35888883.23-P1P2	1
SRPK2	SRPK2_+_104909105.23-P2	1
SRPK2	SRPK2_-_104909011.23-P2	1
SRPK2	SRPK2_-_104909446.23-P2	1
SRPK2	SRPK2_-_105029317.23-P1	1
SRPK3	SRPK3_-_153046560.23-P1P2	1
SRPK3	SRPK3_-_153046605.23-P1P2	1
SRPK3	SRPK3_-_153046616.23-P1P2	1
SSB	SSB_+_170655820.23-P1P2	1
SSH2	SSH2_+_28257175.23-P1P2	1
SSH2	SSH2_+_28257178.23-P1P2	1
SSH2	SSH2_+_28257189.23-P1P2	1
SSH2	SSH2_-_28257209.23-P1P2	1
SSH3	SSH3_+_67071035.23-P1P2	1
SSH3	SSH3_+_67071072.23-P1P2	1
SSH3	SSH3_+_67071403.23-P1P2	1
SSH3	SSH3_+_67071444.23-P1P2	1
SSTR1	SSTR1_+_38678301.23-P1P2	1
SSTR1	SSTR1_+_38678346.23-P1P2	1
SSTR1	SSTR1_+_38678351.23-P1P2	1
SSTR1	SSTR1_-_38678311.23-P1P2	1
SSTR1	SSTR1_-_38678760.23-P1P2	1
SSTR2	SSTR2_+_71161207.23-P1P2	1
SSTR2	SSTR2_+_71161555.23-P1P2	1
SSTR2	SSTR2_+_71161569.23-P1P2	1
SSTR2	SSTR2_-_71161158.23-P1P2	1
SSTR5	SSTR5_+_1122794.23-P2	1
SSTR5	SSTR5_+_1123173.23-P2	1
SSTR5	SSTR5_+_1128926.23-P1	1
SSTR5	SSTR5_+_1129275.23-P1	1
SSTR5	SSTR5_-_1122791.23-P2	1
SSTR5	SSTR5_-_1128859.23-P1	1
SST	SST_+_187387949.23-P1P2	1
SST	SST_+_187388155.23-P1P2	1
SST	SST_-_187387929.23-P1P2	1
SST	SST_-_187388126.23-P1P2	1
ST14	ST14_+_130029743.23-P1P2	1
ST14	ST14_+_130029768.23-P1P2	1
ST14	ST14_+_130030177.23-P1P2	1
ST14	ST14_+_130030195.23-P1P2	1
ST14	ST14_-_130029737.23-P1P2	1
